id,FlightDate,RollNumber,State,City,RangeFrom,RangeTo,NumberOfFrames
933,NULL,HM-2000-USA-2047,MN,Minneapolis,NULL,NULL,NULL
934,NULL,HM-2000-USA-2048,MN,Minneapolis,NULL,NULL,NULL
935,NULL,HM-2000-USA-2050,IN,"Indianapolis city",NULL,NULL,NULL
936,NULL,HM-2000-USA-2051,IN,"Indianapolis city",NULL,NULL,NULL
937,NULL,HM-2000-USA-2052,IN,"Indianapolis city",NULL,NULL,NULL
938,NULL,HM-2000-USA-2053,IN,"Indianapolis city",NULL,NULL,NULL
939,NULL,HM-2000-USA-2054,IN,"Indianapolis city",NULL,NULL,NULL
940,NULL,HM-2000-USA-2055,IN,"Indianapolis city",NULL,NULL,NULL
941,NULL,HM-2000-USA-2056,MN,Minneapolis,NULL,NULL,NULL
942,NULL,HM-2000-USA-2057,MN,Minneapolis,NULL,NULL,NULL
943,NULL,HM-2000-USA-2058,MN,Minneapolis,NULL,NULL,NULL
944,NULL,HM-2000-USA-2059,MN,Minneapolis,NULL,NULL,NULL
945,NULL,HM-2000-USA-2060,MN,Minneapolis,NULL,NULL,NULL
946,NULL,HM-2000-USA-2060,IL,Chicago,NULL,NULL,NULL
947,NULL,HM-2000-USA-2061,MN,Minneapolis,NULL,NULL,NULL
948,NULL,HM-2000-USA-2061,IL,Chicago,NULL,NULL,NULL
949,NULL,HM-2000-USA-2062,MN,Minneapolis,NULL,NULL,NULL
950,NULL,HM-2000-USA-2062,IL,Chicago,NULL,NULL,NULL
951,NULL,HM-2000-USA-2063,IL,Chicago,NULL,NULL,NULL
952,NULL,HM-2000-USA-2064,IL,Chicago,NULL,NULL,NULL
953,NULL,HM-2000-USA-2065,IL,Chicago,NULL,NULL,NULL
954,NULL,HM-2000-USA-2066,IL,Chicago,NULL,NULL,NULL
955,NULL,HM-2000-USA-2066,MI,Detroit,NULL,NULL,NULL
956,NULL,HM-2000-USA-2067,MI,Detroit,NULL,NULL,NULL
957,NULL,HM-2000-USA-2067,MN,Minneapolis,NULL,NULL,NULL
958,NULL,HM-2000-USA-2068,MN,Minneapolis,NULL,NULL,NULL
959,NULL,HM-2000-USA-2069,WA,Seattle,NULL,NULL,NULL
960,NULL,HM-2000-USA-2070,UT,"Salt Lake City",NULL,NULL,NULL
961,NULL,HM-2000-USA-2071,UT,"Salt Lake City",NULL,NULL,NULL
962,NULL,HM-2000-USA-2072,UT,"Salt Lake City",NULL,NULL,NULL
963,NULL,HM-2000-USA-2073,UT,"Salt Lake City",NULL,NULL,NULL
964,NULL,HM-2000-USA-2074,UT,"Salt Lake City",NULL,NULL,NULL
965,NULL,HM-2000-USA-2075,UT,"Salt Lake City",NULL,NULL,NULL
966,NULL,HM-2000-USA-2076,UT,"Salt Lake City",NULL,NULL,NULL
967,NULL,HM-2000-USA-2076,IL,Chicago,NULL,NULL,NULL
968,NULL,HM-2000-USA-2077,IL,Chicago,NULL,NULL,NULL
969,NULL,HM-2000-USA-2077,MI,Detroit,NULL,NULL,NULL
970,NULL,HM-2000-USA-2078,IL,Chicago,NULL,NULL,NULL
971,NULL,HM-2000-USA-2078,MI,Detroit,NULL,NULL,NULL
972,NULL,HM-2000-USA-2079,MI,Detroit,NULL,NULL,NULL
973,NULL,HM-2000-USA-2080,MI,Detroit,NULL,NULL,NULL
974,NULL,HM-2000-USA-2080,OK,Tulsa,NULL,NULL,NULL
975,NULL,HM-2000-USA-2081,OK,Tulsa,NULL,NULL,NULL
976,NULL,HM-2000-USA-2082,OK,Tulsa,NULL,NULL,NULL
977,NULL,HM-2000-USA-2082,NE,Omaha,NULL,NULL,NULL
978,NULL,HM-2000-USA-2083,NE,Omaha,NULL,NULL,NULL
979,NULL,HM-2000-USA-2084,NE,Omaha,NULL,NULL,NULL
980,NULL,HM-2000-USA-2085,NE,Omaha,NULL,NULL,NULL
981,NULL,HM-2000-USA-2086,NE,Omaha,NULL,NULL,NULL
982,NULL,HM-2000-USA-2086,MO,"Kansas City",NULL,NULL,NULL
983,NULL,HM-2000-USA-2087,MO,"Kansas City",NULL,NULL,NULL
984,NULL,HM-2000-USA-2088,MO,"Kansas City",NULL,NULL,NULL
985,NULL,HM-2000-USA-2089,MO,"Kansas City",NULL,NULL,NULL
986,NULL,HM-2000-USA-2090,MO,"Kansas City",NULL,NULL,NULL
987,NULL,HM-2000-USA-2091,MA,Boston,NULL,NULL,NULL
988,NULL,HM-2000-USA-2092,MA,Boston,NULL,NULL,NULL
989,NULL,HM-2000-USA-2093,MA,Boston,NULL,NULL,NULL
990,NULL,HM-2000-USA-2094,MA,Boston,NULL,NULL,NULL
991,NULL,HM-2000-USA-2095,MA,Boston,NULL,NULL,NULL
992,NULL,HM-2000-USA-2096,MA,Boston,NULL,NULL,NULL
993,NULL,HM-2000-USA-2097,MA,Boston,NULL,NULL,NULL
994,NULL,HM-2000-USA-2097,NC,Raleigh,NULL,NULL,NULL
995,NULL,HM-2000-USA-2098,NC,Raleigh,NULL,NULL,NULL
996,NULL,HM-2000-USA-2099,NC,Raleigh,NULL,NULL,NULL
997,NULL,HM-2000-USA-2100,NC,Raleigh,NULL,NULL,NULL
998,NULL,HM-2000-USA-2101,NC,Raleigh,NULL,NULL,NULL
999,NULL,HM-2000-USA-2102,NC,Raleigh,NULL,NULL,NULL
1000,NULL,HM-2000-USA-2103,NC,Raleigh,NULL,NULL,NULL
1001,NULL,HM-2000-USA-2103,NC,Charlotte,NULL,NULL,NULL
1002,NULL,HM-2000-USA-2103,NC,Greensboro,NULL,NULL,NULL
1004,NULL,HM-2000-USA-2104,NC,Greensboro,NULL,NULL,NULL
1005,NULL,HM-2000-USA-2104,NC,Charlotte,NULL,NULL,NULL
1007,NULL,HM-2000-USA-2105,NC,Greensboro,NULL,NULL,NULL
1008,NULL,HM-2000-USA-2106,NC,Charlotte,NULL,NULL,NULL
1009,NULL,HM-2000-USA-2106,NC,Greensboro,NULL,NULL,NULL
1010,NULL,HM-2000-USA-2107,NC,Charlotte,NULL,NULL,NULL
1011,NULL,HM-2000-USA-2107,NC,Greensboro,NULL,NULL,NULL
1012,NULL,HM-2000-USA-2108,NC,Charlotte,NULL,NULL,NULL
1013,NULL,HM-2000-USA-2108,NC,Greensboro,NULL,NULL,NULL
1014,NULL,HM-2000-USA-2108,TX,"San Antonio",NULL,NULL,NULL
1015,NULL,HM-2000-USA-2109,TX,"San Antonio",NULL,NULL,NULL
1016,NULL,HM-2000-USA-2111,TX,"San Antonio",NULL,NULL,NULL
1017,NULL,HM-2000-USA-2112,TX,"San Antonio",NULL,NULL,NULL
1018,NULL,HM-2000-USA-2113,TX,"San Antonio",NULL,NULL,NULL
1019,NULL,HM-2000-USA-2113,TX,Dallas,NULL,NULL,NULL
1020,NULL,HM-2000-USA-2114,TX,Dallas,NULL,NULL,NULL
1021,NULL,HM-2000-USA-2115,TX,Dallas,NULL,NULL,NULL
1022,NULL,HM-2000-USA-2116,TX,Dallas,NULL,NULL,NULL
1023,NULL,HM-2000-USA-2117,TX,Dallas,NULL,NULL,NULL
1024,NULL,HM-2000-USA-2118,TX,Dallas,NULL,NULL,NULL
1025,NULL,HM-2000-USA-2119,TX,Dallas,NULL,NULL,NULL
1026,NULL,HM-2000-USA-2120,TX,Dallas,NULL,NULL,NULL
1027,NULL,HM-2000-USA-2121,TX,Dallas,NULL,NULL,NULL
1028,NULL,HM-2000-USA-2121,NM,Albuquerque,NULL,NULL,NULL
1029,NULL,HM-2000-USA-2122,NM,Albuquerque,NULL,NULL,NULL
1030,NULL,HM-2000-USA-2123,NM,Albuquerque,NULL,NULL,NULL
1031,NULL,HM-2000-USA-2124,TX,Austin,NULL,NULL,NULL
1032,NULL,HM-2000-USA-2125,TX,Austin,NULL,NULL,NULL
1033,NULL,HM-2000-USA-2126,TX,Austin,NULL,NULL,NULL
1034,NULL,HM-2000-USA-2126,LA,"New Orleans",NULL,NULL,NULL
1035,NULL,HM-2000-USA-2127,LA,"New Orleans",NULL,NULL,NULL
1036,NULL,HM-2000-USA-2128,TX,"San Antonio",NULL,NULL,NULL
1037,NULL,HM-2000-USA-3004,TX,Houston,NULL,NULL,NULL
1038,NULL,HM-2000-USA-7019,GA,Atlanta,NULL,NULL,NULL
1039,NULL,HM-2001-USA-1000,TX,"San Antonio",NULL,NULL,NULL
1040,NULL,HM-2001-USA-1001,TX,"San Antonio",NULL,NULL,NULL
1041,NULL,HM-2001-USA-1002,TX,Austin,NULL,NULL,NULL
1042,NULL,HM-2001-USA-1003,TX,Austin,NULL,NULL,NULL
1043,NULL,HM-2001-USA-1004,TX,Austin,NULL,NULL,NULL
1044,NULL,HM-2001-USA-1005,TX,Austin,NULL,NULL,NULL
1045,NULL,HM-2001-USA-1005,TX,Austin,NULL,NULL,NULL
1046,NULL,HM-2001-USA-1006,TX,Austin,NULL,NULL,NULL
1047,NULL,HM-2001-USA-1007,TX,Houston,NULL,NULL,NULL
1048,NULL,HM-2001-USA-1008,TX,Houston,NULL,NULL,NULL
1049,NULL,HM-2001-USA-1009,TX,Houston,NULL,NULL,NULL
1050,NULL,HM-2001-USA-1010,TX,Houston,NULL,NULL,NULL
1051,NULL,HM-2001-USA-1011,CA,"San Diego",NULL,NULL,NULL
1052,NULL,HM-2001-USA-1012,CA,"San Diego",NULL,NULL,NULL
1054,NULL,HM-2001-USA-1014,CA,"San Diego",NULL,NULL,NULL
1055,NULL,HM-2001-USA-1016,CA,"San Diego",NULL,NULL,NULL
1056,NULL,HM-2001-USA-1017,CA,"San Diego",NULL,NULL,NULL
1057,NULL,HM-2001-USA-1018,CA,"San Diego",NULL,NULL,NULL
1058,NULL,HM-2001-USA-1019,CA,"San Diego",NULL,NULL,NULL
1059,NULL,HM-2001-USA-1019,NV,"Las Vegas",NULL,NULL,NULL
1060,NULL,HM-2001-USA-1020,NV,"Las Vegas",NULL,NULL,NULL
1061,NULL,HM-2001-USA-1021,NV,"Las Vegas",NULL,NULL,NULL
1062,NULL,HM-2001-USA-1022,AL,Mobile,NULL,NULL,NULL
1063,NULL,HM-2001-USA-1023,AL,Mobile,NULL,NULL,NULL
1064,NULL,HM-2001-USA-1024,AL,Mobile,NULL,NULL,NULL
1065,NULL,HM-2001-USA-1025,AL,Mobile,NULL,NULL,NULL
1066,NULL,HM-2001-USA-1026,NV,"Las Vegas",NULL,NULL,NULL
1067,NULL,HM-2001-USA-1027,NV,"Las Vegas",NULL,NULL,NULL
1068,NULL,HM-2001-USA-1029,NV,"Las Vegas",NULL,NULL,NULL
1069,NULL,HM-2001-USA-1030,NV,"Las Vegas",NULL,NULL,NULL
1070,NULL,HM-2001-USA-1031,NV,"Las Vegas",NULL,NULL,NULL
1071,NULL,HM-2001-USA-1031,CA,Bakersfield,NULL,NULL,NULL
1072,NULL,HM-2001-USA-1032,CA,Bakersfield,NULL,NULL,NULL
1073,NULL,HM-2001-USA-1033,CA,Visalia,NULL,NULL,NULL
1074,NULL,HM-2001-USA-1034,CA,Fresno,NULL,NULL,NULL
1075,NULL,HM-2001-USA-1035,CA,Fresno,NULL,NULL,NULL
1076,NULL,HM-2001-USA-1036,CA,Fresno,NULL,NULL,NULL
1077,NULL,HM-2001-USA-1036,CA,Merced,NULL,NULL,NULL
1078,NULL,HM-2001-USA-1037,CA,Fresno,NULL,NULL,NULL
1079,NULL,HM-2001-USA-1038,OH,Cincinnati,NULL,NULL,NULL
1080,NULL,HM-2001-USA-1039,OH,Cincinnati,NULL,NULL,NULL
1081,NULL,HM-2001-USA-1040,OH,Cincinnati,NULL,NULL,NULL
1083,NULL,HM-2001-USA-1041,OH,Cincinnati,NULL,NULL,NULL
1084,NULL,HM-2001-USA-1013,CA,"San Diego",NULL,NULL,NULL
1085,NULL,HM-2001-USA-1042,OH,Cincinnati,NULL,NULL,NULL
1086,NULL,HM-2001-USA-1042,UT,"Salt Lake City",NULL,NULL,NULL
1087,NULL,HM-2001-USA-1043,UT,"Salt Lake City",NULL,NULL,NULL
1088,NULL,HM-2001-USA-1043,IL,Chicago,NULL,NULL,NULL
1089,NULL,HM-2001-USA-1044,IL,Chicago,NULL,NULL,NULL
1090,NULL,HM-2001-USA-1045,IL,Chicago,NULL,NULL,NULL
1091,NULL,HM-2001-USA-1046,IL,Chicago,NULL,NULL,NULL
1092,NULL,HM-2001-USA-1046,MI,"Grand Rapids",NULL,NULL,NULL
1093,NULL,HM-2001-USA-1047,MI,"Grand Rapids",NULL,NULL,NULL
1094,NULL,HM-2001-USA-1048,MI,"Grand Rapids",NULL,NULL,NULL
1095,NULL,HM-2001-USA-1049,MI,"Grand Rapids",NULL,NULL,NULL
1096,NULL,HM-2001-USA-1050,MI,"Grand Rapids",NULL,NULL,NULL
1097,NULL,HM-2001-USA-1051,MI,Detroit,NULL,NULL,NULL
1098,NULL,HM-2001-USA-1052,MI,Detroit,NULL,NULL,NULL
1099,NULL,HM-2001-USA-1053,MI,Detroit,NULL,NULL,NULL
1100,NULL,HM-2001-USA-1054,MI,Detroit,NULL,NULL,NULL
1101,NULL,HM-2001-USA-2000,TX,Houston,NULL,NULL,NULL
1102,NULL,HM-2001-USA-2001,TX,Houston,NULL,NULL,NULL
1103,NULL,HM-2001-USA-2002,TX,Houston,NULL,NULL,NULL
1104,NULL,HM-2001-USA-2003,TX,Houston,NULL,NULL,NULL
1105,NULL,HM-2001-USA-2004,TX,Houston,NULL,NULL,NULL
1106,NULL,HM-2001-USA-2004,FL,Miami,NULL,NULL,NULL
1107,NULL,HM-2001-USA-2005,FL,"West Palm Beach",NULL,NULL,NULL
1108,NULL,HM-2001-USA-2005,FL,Miami,NULL,NULL,NULL
1109,NULL,HM-2001-USA-2006,FL,Miami,NULL,NULL,NULL
1110,NULL,HM-2001-USA-2007,FL,Miami,NULL,NULL,NULL
1111,NULL,HM-2001-USA-2007,FL,"West Palm Beach",NULL,NULL,NULL
1112,NULL,HM-2001-USA-2008,FL,"West Palm Beach",NULL,NULL,NULL
1113,NULL,HM-2001-USA-2009,FL,"West Palm Beach",NULL,NULL,NULL
1114,NULL,HM-2001-USA-2010,FL,"West Palm Beach",NULL,NULL,NULL
1115,NULL,HM-2001-USA-2010,FL,Miami,NULL,NULL,NULL
1116,NULL,HM-2001-USA-2011,FL,Miami,NULL,NULL,NULL
1117,NULL,HM-2001-USA-2011,FL,"West Palm Beach",NULL,NULL,NULL
1118,NULL,HM-2001-USA-2012,FL,"West Palm Beach",NULL,NULL,NULL
1119,NULL,HM-2001-USA-2013,FL,"West Palm Beach",NULL,NULL,NULL
1120,NULL,HM-2001-USA-2014,SC,Greenville,NULL,NULL,NULL
1121,NULL,HM-2001-USA-2015,SC,Greenville,NULL,NULL,NULL
1122,NULL,HM-2001-USA-2016,SC,Greenville,NULL,NULL,NULL
1123,NULL,HM-2001-USA-2016,GA,"Augusta-Richmond County",NULL,NULL,NULL
1124,NULL,HM-2001-USA-2017,GA,"Augusta-Richmond County",NULL,NULL,NULL
1125,NULL,HM-2001-USA-2018,GA,"Augusta-Richmond County",NULL,NULL,NULL
1126,NULL,HM-2001-USA-2020,GA,Savannah,NULL,NULL,NULL
1127,NULL,HM-2001-USA-2021,GA,Savannah,NULL,NULL,NULL
1128,NULL,HM-2001-USA-2021,GA,"Augusta-Richmond County",NULL,NULL,NULL
1129,NULL,HM-2001-USA-2022,GA,"Augusta-Richmond County",NULL,NULL,NULL
1130,NULL,HM-2001-USA-2023,GA,"Augusta-Richmond County",NULL,NULL,NULL
1131,NULL,HM-2001-USA-2023,GA,Savannah,NULL,NULL,NULL
1132,NULL,HM-2001-USA-2023,SC,Charleston,NULL,NULL,NULL
1133,NULL,HM-2001-USA-2024,SC,Charleston,NULL,NULL,NULL
1134,NULL,HM-2001-USA-2025,SC,Charleston,NULL,NULL,NULL
1135,NULL,HM-2001-USA-2026,SC,Charleston,NULL,NULL,NULL
1136,NULL,HM-2001-USA-2027,ME,Portland,NULL,NULL,NULL
1137,NULL,HM-2001-USA-2028,ME,Portland,NULL,NULL,NULL
1138,NULL,HM-2001-USA-2028,NY,Albany,NULL,NULL,NULL
1139,NULL,HM-2001-USA-2029,NY,Albany,NULL,NULL,NULL
1140,NULL,HM-2001-USA-2030,NY,Albany,NULL,NULL,NULL
1141,NULL,HM-2001-USA-2031,NY,"New York",NULL,NULL,NULL
1142,NULL,HM-2001-USA-2032,NY,"New York",NULL,NULL,NULL
1143,NULL,HM-2001-USA-2033,NY,"New York",NULL,NULL,NULL
1144,NULL,HM-2001-USA-2034,NY,"New York",NULL,NULL,NULL
1145,NULL,HM-2001-USA-2035,NY,"New York",NULL,NULL,NULL
1146,NULL,HM-2001-USA-2036,PA,Philadelphia,NULL,NULL,NULL
1147,NULL,HM-2001-USA-2037,PA,Philadelphia,NULL,NULL,NULL
1148,NULL,HM-2001-USA-2038,PA,Philadelphia,NULL,NULL,NULL
1149,NULL,HM-2001-USA-2039,PA,Philadelphia,NULL,NULL,NULL
1150,NULL,HM-2001-USA-2040,PA,Philadelphia,NULL,NULL,NULL
1151,NULL,HM-2001-USA-2041,PA,Philadelphia,NULL,NULL,NULL
1152,NULL,HM-2001-USA-2042,PA,Philadelphia,NULL,NULL,NULL
1153,NULL,HM-2001-USA-2043,PA,Philadelphia,NULL,NULL,NULL
1154,NULL,HM-2001-USA-2044,PA,Philadelphia,NULL,NULL,NULL
1155,NULL,HM-2001-USA-2045,PA,Philadelphia,NULL,NULL,NULL
1156,NULL,HM-2001-USA-2046,NY,Rochester,NULL,NULL,NULL
1157,NULL,HM-2001-USA-2047,NY,Rochester,NULL,NULL,NULL
1158,NULL,HM-2001-USA-2047,NY,Buffalo,NULL,NULL,NULL
1159,NULL,HM-2001-USA-2048,NY,Rochester,NULL,NULL,NULL
1160,NULL,HM-2001-USA-2048,NY,Buffalo,NULL,NULL,NULL
1161,NULL,HM-2001-USA-2049,NY,Rochester,NULL,NULL,NULL
1162,NULL,HM-2001-USA-2049,NULL,NULL,NULL,NULL,NULL
1163,NULL,HM-2001-USA-3000,FL,"West Palm Beach",NULL,NULL,NULL
1164,NULL,HM-2001-USA-3000,FL,Miami,NULL,NULL,NULL
1165,NULL,HM-2001-USA-3001,FL,Miami,NULL,NULL,NULL
1166,NULL,HM-2001-USA-3001,FL,"West Palm Beach",NULL,NULL,NULL
1167,NULL,HM-2001-USA-3001,FL,Orlando,NULL,NULL,NULL
1168,NULL,HM-2001-USA-3002,FL,Orlando,NULL,NULL,NULL
1169,NULL,HM-2001-USA-3003,FL,Orlando,NULL,NULL,NULL
1170,NULL,HM-2001-USA-3004,FL,Orlando,NULL,NULL,NULL
1171,NULL,HM-2001-USA-3005,FL,Orlando,NULL,NULL,NULL
1172,NULL,HM-2001-USA--3006,FL,Orlando,NULL,NULL,NULL
1173,NULL,HM-2001-USA--3006,FL,"Fort Myers",NULL,NULL,NULL
1174,NULL,HM-2001-USA-3007,FL,"Fort Myers",NULL,NULL,NULL
1175,NULL,HM-2001-USA-3008,FL,"Fort Myers",NULL,NULL,NULL
1176,NULL,HM-2001-USA-3009,FL,"Fort Myers",NULL,NULL,NULL
1177,NULL,HM-2001-USA-3010,FL,Orlando,NULL,NULL,NULL
1178,NULL,HM-2001-USA--3011,FL,Orlando,NULL,NULL,NULL
1179,NULL,HM-2001-USA--3011,FL,Jacksonville,NULL,NULL,NULL
1180,NULL,HM-2001-USA--3011,FL,Sarasota,NULL,NULL,NULL
1181,NULL,HM-2001-USA-3012,FL,Sarasota,NULL,NULL,NULL
1182,NULL,HM-2001-USA-3013,FL,Sarasota,NULL,NULL,NULL
1183,NULL,HM-2001-USA-3014,FL,Sarasota,NULL,NULL,NULL
1184,NULL,HM-2001-USA-3014,FL,Tallahassee,NULL,NULL,NULL
1185,NULL,HM-2001-USA-3015,FL,Tallahassee,NULL,NULL,NULL
1186,NULL,HM-2001-USA-3015,FL,Gainesville,NULL,NULL,NULL
1187,NULL,HM-2001-USA-3016,FL,Gainesville,NULL,NULL,NULL
1188,NULL,HM-2001-USA-3016,FL,"Fort Myers",NULL,NULL,NULL
1189,NULL,HM-2001-USA-3017,FL,"Fort Myers",NULL,NULL,NULL
1190,NULL,HM-2001-USA-3018,FL,"Fort Myers",NULL,NULL,NULL
1191,NULL,HM-2001-USA-3018,FL,Orlando,NULL,NULL,NULL
1192,NULL,HM-2001-USA-3019,FL,"Fort Myers",NULL,NULL,NULL
1193,NULL,HM-2001-USA-3019,FL,Orlando,NULL,NULL,NULL
1194,NULL,HM-2001-USA-3020,FL,"Fort Myers",NULL,NULL,NULL
1195,NULL,HM-2001-USA-3021,FL,"Fort Myers",NULL,NULL,NULL
1196,NULL,HM-2001-USA-3021,FL,Sarasota,NULL,NULL,NULL
1197,NULL,HM-2001-USA-3022,FL,Sarasota,NULL,NULL,NULL
1198,NULL,HM-2001-USA-3022,FL,Gainesville,NULL,NULL,NULL
1199,NULL,HM-2001-USA-3023,FL,Gainesville,NULL,NULL,NULL
1200,NULL,HM-2001-USA-3023,LA,"Baton Rouge",NULL,NULL,NULL
1201,NULL,HM-2001-USA-3024,LA,"Baton Rouge",NULL,NULL,NULL
1202,NULL,HM-2001-USA-3024,MS,Jackson,NULL,NULL,NULL
1203,NULL,HM-2001-USA-3025,LA,"Baton Rouge",NULL,NULL,NULL
1204,NULL,HM-2001-USA-3025,MS,Jackson,NULL,NULL,NULL
1205,NULL,HM-2001-USA-3026,LA,"Baton Rouge",NULL,NULL,NULL
1206,NULL,HM-2001-USA-3027,LA,"Baton Rouge",NULL,NULL,NULL
1207,NULL,HM-2001-USA-3028,MS,Jackson,NULL,NULL,NULL
1208,NULL,HM-2001-USA-3029,MS,Jackson,NULL,NULL,NULL
1209,NULL,HM-2001-USA-3029,LA,Houma,NULL,NULL,NULL
1210,NULL,HM-2001-USA-3030,LA,Houma,NULL,NULL,NULL
1211,NULL,HM-2001-USA-3030,AL,Montgomery,NULL,NULL,NULL
1212,NULL,HM-2001-USA-3031,AL,Montgomery,NULL,NULL,NULL
1213,NULL,HM-2001-USA-3032,ME,Portland,NULL,NULL,NULL
1214,NULL,HM-2001-USA-3033,ME,Portland,NULL,NULL,NULL
1215,NULL,HM-2001-USA-3034,ME,Portland,NULL,NULL,NULL
1216,NULL,HM-2001-USA-3035,ME,Portland,NULL,NULL,NULL
1217,NULL,HM-2001-USA-3036,ME,Portland,NULL,NULL,NULL
1218,NULL,HM-2001-USA-3036,NY,Albany,NULL,NULL,NULL
1219,NULL,HM-2001-USA-3037,NY,Albany,NULL,NULL,NULL
1220,NULL,HM-2001-USA-3038,MI,Detroit,NULL,NULL,NULL
1221,NULL,HM-2001-USA-3039,MI,Detroit,NULL,NULL,NULL
1222,NULL,HM-2001-USA-3039,MA,Boston,NULL,NULL,NULL
1223,NULL,HM-2001-USA-3040,MA,Boston,NULL,NULL,NULL
1224,NULL,HM-2001-USA-3040,MO,"St. Louis",NULL,NULL,NULL
1225,NULL,HM-2001-USA-3041,CA,Oakland,NULL,NULL,NULL
1226,NULL,HM-2001-USA-3042,CA,Oakland,NULL,NULL,NULL
1227,NULL,HM-2001-USA-3043,CA,Oakland,NULL,NULL,NULL
1228,NULL,HM-2001-USA-3043,CA,"Santa Rosa",NULL,NULL,NULL
1229,NULL,HM-2001-USA-3044,CA,Oakland,NULL,NULL,NULL
1230,NULL,HM-2001-USA-3044,CA,"Santa Rosa",NULL,NULL,NULL
1231,NULL,HM-2001-USA-3045,CA,"Yuba City",NULL,NULL,NULL
1232,NULL,HM-2001-USA-3045,CA,Stockton,NULL,NULL,NULL
1233,NULL,HM-2001-USA-3045,NULL,NULL,NULL,NULL,NULL
1234,NULL,HM-2001-USA-3046,CA,Stockton,NULL,NULL,NULL
1235,NULL,HM-2001-USA-3047,CA,Stockton,NULL,NULL,NULL
1236,NULL,HM-2001-USA-3047,CA,Modesto,NULL,NULL,NULL
1238,NULL,HM-2001-USA-3048,CA,Modesto,NULL,NULL,NULL
1239,NULL,HM-2001-USA-3049,WA,Seattle,NULL,NULL,NULL
1240,NULL,HM-2001-USA-3050,WA,Seattle,NULL,NULL,NULL
1241,NULL,HM-2001-USA-3051,WA,Seattle,NULL,NULL,NULL
1242,NULL,HM-2001-USA-3052,WA,Seattle,NULL,NULL,NULL
1243,NULL,HM-1999-USA-1002,CA,"Agoura Hills",NULL,NULL,NULL
